,asin,reviewText,overall
1110575,B005CWJB5G,"I purchased both the newly updated 13"" MacBook Air and the updated13"" MacBook Prothe day they were announced at WWDC and released for sale in June 2012. After using the two machines side-by-side for a couple weeks now, I can say that the MacBook Air offers superior performance in virtually every respect to such a degree that I've pretty much stopped using my brand new MacBook Pro. Of course the Air (which I got factory upgraded to the 2.0 GHz i7 processor and 8GB of RAM) is lighter, slimmer, and sleeker than the Pro, and yes, it does have a much higher resolution display, but I was surprised just how much faster the MacBook Air is compared to the Pro is despite the Air's slower CPU clock speed. The SSD hard drive on the MacBook Air makes an enormous difference in everything from casual web browsing to video editing.Speed and Performance: Advantage MacBook AirApart from the hard drives and port configurations, the technology inside the machines is virtually identical in both the newly refreshed MacBook Air and MacBook Pro. Both Pros and Airs come with either i5 or i7 Intel ""Ivy Bridge"" processors, Intel HD Graphics 4000, USB 3.0, and lightning-fast Thunderbolt ports. While the MacBook Air models are at a disadvantage to the MacBook Pro models in terms of CPU clock speeds, any performance disadvantage from the processor speed is more than made up for by the lightning fast performance of the Air's SSD hard drive, which Apple markets as ""Flash"" storage. In everyday tasks from gaming to web browsing to watching Flash movies and editing video, the MacBook Air is faster significantly faster in virtually every task. The Air boots up in less than 12 seconds while the Pro takes upwards of one minute.Screen: Advantage MacBook AirOnce you get used to the super high resolution 1440 x 900 LED display on the MacBook Air, the 1280 x 800 back-lit LED display on the MacBook Pro looks downright grainy and primitive. Simply put, once you get used to a higher resolution display, the 1280 x 800 display on the 13"" MacBook Pro just isn't acceptable. Even for simple tasks like email or word processing where you wouldn't think the resolution would matter, the graphics look grainy and pixelated, which just isn't acceptable for a pro-level laptop in 2012.Upgradability: Advantage MacBook ProOne major difference that's important to consider between the Air and the Pro is that the Pro is more flexible and adaptable in terms of upgradability. With only a screw driver and about 10 minutes of your time, you can add more memory to the Pro, replace the hard drive, and even add a second hard drive in place of the optical disc drive. The Air, on the other hand, is stuck in the configuration you purchase it in except that you can opt to replace the SSD ""Flash"" hard drive with a higher capacity drive. However, both the Air and Pro have USB 3.0 (which is five times faster than USB 2.0 and backward compatible) and Thunderbolt (which is ten times faster than USB 2.0), I see no reason to replace the Air's hard drive any time soon given how cheap external hard drives are and how fast the connection has become.Design, Weight, Portability, Battery Life, and Form Factor: Advantage MacBook AirThe MacBook Air is the most beautiful computer ever produced by man. The aluminum case is impeccably designed, almost tailored to accommodate the necessary internal components, while maintaining practical ergonomics. It's an incredibly thin, svelte, sexy little notebook. The aluminum case seems sturdy and durable, and its mechanics are very similar to the time-test unibody construction of the MacBook Pro. The MacBook Pro, on the other hand, is a bit of a dinosaur in its bulky circa 2006 unibody. The Pro is heavier than a half gallon of milk at 4.5 lbs, while the MacBook Air weighs in at less than 2.9 lbs. Battery life is roughly even on both machines at anywhere from 4 to 7 hours depending on workload and settings.Summary Judgement: Buy the MacBook AirSimply put, the guts of the two machines are basically the same, but the Air's SSD hard drive gives it a tremendously significant boost in performance. Sadly, the MacBook Pro's 5400-rpm hard drive leaves the machine unable to capitalize on the newest, most expensive Intel ""Ivy Bridge"" i5 and i7 processors that you're paying a $300 premium for in the newly updated Pros. If you are going to buy a Pro, invest  the extra money and get it upgraded with a SSD hard drive and get an extra external hard drive if you need additional cheap storage space for multimedia files. When you also consider the superior display, lighter weight, increased portability, and lower price of the MacBook Air, it's hard to find a reason to justify purchasing the current 13"" MacBook Pro, which to me looks like a dinosaur rapidly headed for extinction.Specs on the models compared:13"" MacBook Air (mid 2012) factory upgraded to the 2.0 GHz dual core i7 processor and factory upgraded to 8 GB RAM (1600MHz DDR3L SDRAM) with standard 256 GB SSD (""Flash"") hard drive13"" MacBook Pro (mid 2012) with 2.9 GHz dual core i7 processor, 8 GB RAM (1600MHz DDR3L SDRAM), and 750GB Serial ATA Drive @ 5400 rpmBoth feature Intel HD 4000 Graphics, 3.0 USB, Thunderbolt, 802.11n, etc.",5.0
1110576,B005CWJB5G,"I'm a basic computer user - email, surfing, school work - and this has been great! I've taken it with me as I've traveled - love how lightweight it is - and slides into my school bag easily. Switching from a PC to a Mac was hard at first but after over a year, I'm more used to it. I still use a PC for work - sometimes I forget which system I'm using - but overall, great for easy, home usage.",5.0
1110577,B005CWJB5G,"I'm a former educator and used MAC desktop computers way back in the 90's. After I stopped teaching, I became accustom to PC's. When I bought my first iPad, I decided to give MAC's another try. I can't recall why I ever stopped using them. My best guess is the price. Now I'm hooked on MACs. My work computer is a PC and I don't even like using it anymore. I bought this MAC after I went back to school to get my doctorate degree. When school is in session and I have to travel for work, I carry my work laptop (because I have to) and my MAC just so I can complete my coursework and not have to use my work PC to do it. I won't get into all of the technical comparisons of MACs and PCs; others have already done that. I'll simply say that it's user friendly, easy navigation, the mouse pad is much better than those on PCs (I typically use an external mouse with PCs, but I only use the mouse pad with my MAC) and the keyboard is more comfortable.",5.0
1110578,B005CWJB5G,Just super!Setup was a breeze and working with it is a pleasure!The iCloud is something that is real nice.,5.0
1110579,B005CWJB5G,"This was a gift for my nephew. He is only 8 but very smart. I wanted a powerful notebook but something light and small for him. The MacBook Air being an apple product, I knew would be 5 star quality. The fit and finish is first class all the way. The huge plus and why I am writing the review is that a 13.3&#34; laptop is under 3 lbs with 7 hours of battery life. What other company puts out a product even close for only $1100? The use of the solid state drive is a big plus in this price range and did I mentiion a 13.3&#34; screen and under 3lbs. I now want one for myself.",5.0
1110580,B005CWJB5G,This laptop feels orders of magnitude more powerful than my 2008 13 inch aluminum MacBook. And It feels like a feather in the hands compared to the old laptop too. The new Os is snappy and plays well with the multi-touch track pad.Keep an external disc drive at home and call it a day because this is all the laptop most people need and will keep you happy.,5.0
1110581,B005CWJB5G,"First, since there is often confusion with Amazon listings vs associated reviews, I am reviewing the following Macbook Air Model:13 Inch Mid-20121.8 GHz Intel Core i5 Processor128 GB Solid State Drive4 GB DDR3 RAMI recently sold a mid-2012 13-inch Macbook Pro in order to get the Macbook Air instead.  Honestly, I don't know why I didn't buy the Air to begin with, but you live and learn.  My main use for the Air is teaching at church.  I am always looking for ways to consolidate what I have to carry back and forth between church and home, both in size and weight, so the Air helps immensely in both those areas.  I still cannot get over how thin and light it is, esp. in light of its amazing performance.  My main use is PowerPoint presentations with hundreds of complex animations and graphics and HD video.  Performance is the same as the MB Pro was, which was flawless.  And it still has the backlit keyboard, which is very nice when the lights have to go out in the room.I do not miss the integrated SuperDrive one bit.  The CD/DVD sharing over Wi-Fi works flawlessly for me (for the few programs I have on that media).  The flash architecture is also amazingly fast and snappy.  I still can't get over how instantly the OS boots up and shuts down.  It almost seems fake after years of using traditional hard drives :-)I love the universal nature of the Thunderbolt port, and of course USB 3.0 (x2 ports) is a great plus.  The SD card slot on the 13 inch model is also handy.  The only reason I didn't opt for the 11-inch model is because the native resolutions on that model don't work well with my WXGA (16:10 aspect ratio with native 1280x800 resolution) projector.My only (minor) complaint is that I wish the entire front face of the Air's screen was glass like the iMac and MC Pro.  So much easier to clean.  The bezel around the Air's screen makes it harder to get the dust completely off, as it will want to gather around the edges, esp. at the corners.  The black border on the iMac and MB Pro also provides a better contrast with the screen.And I have no doubt that I will eventually use the Air for music production and photo editing on the go which I mainly do on my iMac currently.  And this notebook has the processing power, memory, and graphics to easily handle these applications as well.  I envision quite a few years of more-than-satisfactory use out of this notebook.  I feel like I've got a machine that I should have paid at least $2000 for, but I actually paid closer to $1000 (well, if we're rounding to the nearest thousands place, LOL).",5.0
1110582,B005CWJB5G,"No doubt this is rated as #1 laptop this year, fast, sleek and light weight. I Can't ask for more!With i5 processor, 4 GB RAM and 128 SSD it's really fast!",5.0
1110583,B005CWJB5G,"With the great discounts that became available ""black Friday,"" I took a chance and purchased this great 13 inch laptop primarily for travel work. I had been relying on my iPad the last several years for these needs. But there are just some things that can be better done on a reasonably small laptop rather that an iPad. I quickly fell in love with this laptop and while I have an iMac desktop at home, I find myself often resorting to this MacAir as it is just plain fun to use.I bought this unit as I could get the 256 solid state drive and it has a SD input slot. I bought a 32 GB fast SD card and formatted it for Mac (not necessary but I did it anyway) to use for data storage. I placed it in the SD card slot on the side of the laptop. I also use Dropbox for data storage whenever necessary as well. Consequently storage or ""drive"" size has been no problem.I cannot say enough good things about this computer. But I must admit that one of the factors that makes it almost perfect is the Apple ecosystem that permits all of my systems to stay in complete sync whether they be my iPad, iMac, this MacAir, or my wife's iPad or MacBook Pro. I worked in Windows for 35 years, often with multiple computers to maintain. Nothing has been as easy as I now have it.I maintain several web sites which is much easier on the laptop when away from my home base.",5.0
1110584,B005CWJB5G,"I have avoided Apple products for a number of years because I believed they were overpriced products. But I have to admit, I really like my new MBA-13. It is fast, reliable, easy to update, and the trackpad is like no other. Apple has made a number of features simple and robust. For example, I occasionally hook up an aux 19in monitor to the MBA and the system remembers the configuration each time, no tweaking of the settings like I usually do with my work laptop. The boot up time on this device is fast, still under 10 secs each time, same with shut down. Finally a computer that I can turn on and off on a whim. The screen resolution is phenomenal, the keyboard and trackpad are a delight. I do see why these devices always rate so high on customer feedback, you really get what you pay for. I have not done a detailed study of the battery on this thing, I am having a hard time believing it is anywhere near the 8-9hrs claimed, more like 5hrs. Then again, I seem to be on the thing a lot, I will do a more detailed study soon.Pro's:- great screen resolution-sensitive keyboard and trackpad.-fast SSD and OS-ultra-portable like no othercons:-Battery life? Does not seem to be anywhere near what is claimed. Perhaps 5hrs.-small screen. 13.3 is small, but manageable, and OS makes Window control easy. Hooking up aux monitor is a snap and robust.",5.0
1110585,B005CWJB5G,"Apple's 2012 MacBook Air delivers in all the right places.Pros:As a person switching from a Windows environment, I fell in love with the software. While I have grips about the OS from time to time, it's far better than using a Windows computer with constant system updates. The hardware is by far the best I've ever had for a laptop. All my previous laptops have been plastic and generally from HP. The aluminum chassis is outstanding. While the display isn't &#34;retina,&#34; it is still far superior to other computers on the market. It is very bright and is still readable at full brightness in the sunlight, if for what ever reason you find yourself outside with a laptop. best trackpad ever (glass).Cons:Very little can be found wrong. Some of the keys such as the up and down keys have a little bit too much play. The iSight camera quality is OK but could be much better. The upper left corner of the laptop can get very hot when the processor is cranking out video streaming.Rating: 5 out of 5Recommended: Yes, as long as laptops are around.",5.0
1110586,B005CWJB5G,"1.fonts are not crisp like any window laptops with same resolutions quality .2.battery life is terrible not more then 2.5 hours even at default power saver mode settings  so even apple claims of 7 hr battery life is a absolute lie.3.bottom get hot like any $450 window based laptop and i don't see any vents like for any i5 processor cooling so i am sure life is this product will not be forever as it keep building up inside .so where are all the big tall claims of the apple . running window on apple in parallel desktop its just like running a remote software and you also need to buy a legal copy of window 8 software but i don't want it as its total wastage of money but i tried trail version of android and  google chrome never match up the native running smoothness.this laptop should not be worth more then $600 -$650 ,i never understood on what basis apple set this cheap product price $1200 .",3.0
1110587,B005CWJB5G,"The computer worked great! Until we did a system update, and then we got the white screen of death. Lost some stuff we hadn't yet backed up (oops, my bad!) and took it in to the Apple store to get a new harddrive put in. Thankfully under warranty, because that sucker would have been almost $800 to replace!! This from a 6 month old computer?? For shame!So, I was NOT happy about that. But, since the new harddrive was installed, and the Apple Genius people upgraded it to the latest OS while they were at it, I've been really happy with it. This was our first Mac (computer) purchase and I'm not 100% sure I would purchase a Mac again, mostly because of how bloody explensive they are, and yet for what I use it for, I can do the same things with a $400 PC. Email is still email on a Mac.....But you get stickers with it when you purchase, so there's that...",4.0
1110588,B005CWJB5G,"First off this is pretty cheap for a MBA. I got this computer to use for college and it is amazing. It super light, so carrying it from class to class is a breeze. I have been using Microsoft products for a while and it is really easy to figure a mac out. At this point i have absolutely no complaints about this products but i would recommend buying a usb hub (which are extremely cheap) I am a college student i would recommend this.",5.0
1110589,B005CWJB5G,"I've never been a Mac guy; I have issues with the ""closed system"" model. I work in a computer shop as a tech and I see a lot of computers.  However, we got a new MacBook Air in the other day to set up for a client.  It has a nine-second boot. Nine seconds from ""Off"" to your login screen. I have never before seen a nine second boot.  That's faster than a camel with a roman candle in it's ass.  I have put aside my issues with Apple.Build quality is excellent, though it is missing a network port and requires a $30 adapter if you want to hardwire to the internet.  Unlike early models, this one has a Thunderbolt port so you can connect it to another computer in Target Disk Mode.  That's important. Also, unlike early models, it has an SSD, which is apparently very fast.  2 USB3 ports make it very well-rounded; a lot of ultrabooks are still using USB2.I've seen a number of netbooks and ultrabooks, but this one is the fastest, by far.  If you're a Windows guy, like me, you can run Parallels or VMWare Fusion.  Cost is a little higher than you'll find in a comparable ultrabook, and if you actually need to fix something on it, you're in trouble.  These are damn near impossible to disassemble by anyone other than Apple; I knocked off a star rating for that.  But, if you've got the bread and need a really fast, powerful mini-computer, you really can't go wrong with this.  Get the 3-year Apple Care Warranty and sell it after 3 years.",4.0
1110590,B005CWJB5G,It was all i expected. Still learning. Price better than Apple even though product brand new. Why is the question,5.0
1110591,B005CWJB5G,"The macbook air is an incredible laptop, very stylish, quick, lightweight and portable and of course the OS is awesome. Yet, despite its beauty, simplicity and portability the WIFI issues are really a big deal. I mean the laptop loses the wifi connection very often and sometimes 5+ times a day. I do find it better when sitting on a desk that it keeps its connection but its a laptop not a desktop so keeping it in one place was never the plan. It has increasingly gotten frustrating because how can something be so good but yet have such a major problem. Please be advised that it is an awesome product but YOU will have wifi issues and as an IPhone user with wifi issues, I will say this is obviously an APPLE hardware issue amongst their products. On the laptop its difficult because in mid searching or using the web to present something I get the dreaded ""Not Connected to Internet"" and let me add turning the wifi on and off usually restores it and this is very accessible but truly annoying when doing it multiple times a day. Bottom Line-I would buy again but I would definitely buy a refurbished model before dropping full price on something with hardware issues.UPDATE 9/23/13Definitely not as bad as described above. I mostly definitely had WIFI issues, since moving and switching Internet from DSL to UVerse I have not lost signal ONCE. Amazing!! I really didnt think this was related to Router but obviously it was.",4.0
1110592,B005CWJB5G,"Was going to get the 11 but if you work on it, the ad card makes it pretty fly. It's fast. Really fast. Screen great. But I saw some pc's that had better screens on them. This is the computer that you see all others try to look like. I always buy the Mac base models. These things change so fast, why she'll out the big bucks for all the extras? In a few years you'll have an old machine anyway. It's nice. Wifi is better than on the iPad. Mountain lion is good with iCloud. That's the only reason to buy a Mac, all your stuff everywhere!Grab this thing. It's awesome.",5.0
1110593,B005CWJB5G,Great computer but the so called stellar battery life dies right about the time the warranty expired.  I will be taking it to Apple tomorrow and see what they say.  Right now I am lucky to get about 3 hrs use on a charge.  One of the reasons I paid the extra money for an Apple product was for the battery life they are suppose to have.  Since you can not replace the battery yourself you are kind of screwed after the one year warranty.  May be American Express will help me out since they extend the MFG warranty by one year.Follow-up:Got back from the Apple Store and it appears that I had several items that were auto loading and continually up-dating. This was causing a constant drain on the battery.  Not sure how this happened.  I will continue to monitor the battery life and see how it performs now.,4.0
1110594,B005CWJB5G,"It is light, fast, has updated software available  which could not be loaded on the older model.Yes I would recommend it to others.I dislike the way pictures look after transferring from other computer. The appearance and arrangement is not good.John",5.0
1110595,B005CWJB5G,"I've been a PC user for nearly twenty years. This is my first Mac. The build quality is stand out, head and shoulders against comparably priced Ultrabooks. The OS is simple and user friendly. Amazing battery life, I'm getting six hours under pretty heavy use and I can't believe it. I feel liberated from the charger! The trackpad has to be mentioned- I typically hate trackpads because they get in the way while typing, often causing my cursor to jump into the wrong place and screwing things up- not this one. The gestures are a huge plus and make navigating the system a breeze. The display is bright and very clear. HD movies look excellent. You can game on this at low settings. I've tried Diablo 3 and can confirm that it does run well on reasonable settings. If you're looking for an ultrabook style computer look no further.",5.0
1110596,B005CWJB5G,"Despite being the guy who wrote the article about how with an iPad and a keyboard case you don't need a laptop anymore, I had a large case that was going to trial that required the purchase of a laptop.  Despite being an Apple guy generally (4S, iPad, 27 iMac) I cheaped out and bought a HP Envy 4.  My justification was similiar performance at half the cost.After spending time with a group including a MacBook Pro 13, a Dell ultra book,  my HP ultra book and a couple of recent vintage 13"" Airs I saw the error of my ways.  Display, keyboard, general speed, sleep, start up,  and battery life are all better on the Air.  The much better display and battery life alone justify the additional cost.  The track pad is also outstanding as is the keyboard and general build quality,  I exchanged the Envy for the Air along with a significant payment which ended up being the best money I've spent in a while.Make sure you update to OS 10.8.2.  Not only do you get (with the related firmware upgrade) true 8 hour battery life so long as you keep brightness at half way (which is as bright as  the Envy at 75%) you get the ability to dictate pretty accurately into most applications.My only complaint to date is that the OS Email server has no ability to limit email uptake on accounts like the iPad. I have only found one program to date that I could not get in a Mac OS flavor and Office 2011 for Mac is a superior product to the PC version.  The only compatibility problem I have had to date is with an Epson projector whose wireless USB key supposedly does not work with a Mac OS despite there being a suitable patch on the Epson website.  While there truly is no need to go there this computer works nearly as well in PC emulation mode if you insist.SInce I originally wrote this review I have only grown to love this computer more.  It is truly one of those things that is the best of the best and to think that you can acquire a best of the best for just a bit more than ordinary is extraordinary itself.  I truly enjoy this computer in every way and use it as much as I can as it is such a joy to use,This  is an outstanding computer.  I love it!  So will you.",5.0
1110597,B005CWJB5G,"Having been a Windows OS user for ever, I never had the urge to try an iMac or Macbook for personal or business needs.  But, now teaching more university classes, I need my own laptop. The given capabilities are what drew me to the Macbook Air, mainly battery life, size, and durability.  While getting to know the OS, I have been easily acclimated to the system. Right now, I would recommend this versus a Macbook Pro, it works awesome.",5.0
1110598,B005CWJB5G,"The first Apple product I owned was a 1st generation iPod Nano. From there I got an iPhone (1st Gen), iPad 1, and the 3rd generation iPad (most of these were gifts). I had good experiences with all of them and my MSI laptop was dying on me, so I decided to get my first Mac. I ordered an upgraded Air with 8GB or RAM from the Apple store. It arrived in eight days, and as always, it was beautifully packaged.Here are some my observations after owning it for about a month:- The multitouch trackpad is one of my favorite features. It is intuitive and much better than a mouse/scrollwheel. Going back to a Windows computer actually felt a little weird because I didn't have the multitouch gesture controls (e.g. swiping to go back in the web browser or two finger zoom). The keyboard has a nice feel to it and is quite quiet.- The computer boots up in 10 - 15 seconds, which is around 3 to 4 times faster than my friend's 2009 MacBook Pro. And the Air usually shuts down in 3 seconds. Waking up from sleep is almost instantaneous. All of this is possible because the Air has a SSD whereas most laptops today have traditional hard drives.- Wi-fi connects really fast. I can visit a website right after boot up/wakeup.- The Air is relatively quiet. The only time I usually hear the fan is after I have been streaming a video for a while. Even then, you don't hear the fan for long.- FaceTime looks much better with the 720p camera in the Air compared to the new iPad.- The speakers are solid. If I have computer playing music downstairs, I can still hear it upstairs. And turning up the volume doesn't distort the sound. Of course, the computer speakers pale in comparison to my Logitech Z-2300's.- GeekBench score of around 6150.- The appstore makes installing software much easier.- It's easy to plug in a monitor and use my computer with the lid closed (clamshell mode). You'll need to plug in a keyboard and mouse.- The Air is beautiful and light. It was almost too nice to use at first.- The battery charges pretty fast - it's at 22% right now and OS X estimates that it'll take an hour and 16 minutes to charge the rest of the battery.- Some reviewers and users have complained about the MagSafe 2 power connector (they like the first one more). As a first time Mac owner who haven't experienced the MagSafe 1, all I can say is that it hasn't been a problem for me, though my Air pretty much stays on my desk all day long.But it's not perfect:- I like my screen to be bright but based on my estimations, the battery won't last 7 hours if the screen is set to the brightest setting.- The bottom left corner of the trackpad is much lower than the other three corners of the trackpad. I don't think it'll be a big deal, but it'd be nice if it was perfectly aligned, especially considering how much Macs cost.- Two USB ports aren't enough, especially if you plan on using clamshell mode a lot. Since I don't have a USB hub, I have to exit clamshell mode whenever I wanted to plug in my external hard drive or print something.- Minecraft froze on me twice.Not Apple's fault:- Chrome is my favorite browser but I can't use it right now because of some bug that causes Lion to freeze up when Chrome is used. (See update below.)I'm still figuring out some things in Lion but overall, I'd give it 4 and a 1/2 stars! Recommended.Update (7/4): I downloaded Chrome after Google came out with an update for it. I haven't had any issues so far.Update (7/21): I've stuck with Safari because it feels snappier than Chrome.Update (7/29): I downloaded and installed Mountain Lion. Dictation is my favorite new feature (Safari's unified URL/search bar is my second favorite). Even with speakers playing music less than a foot away from my Air, the mic picks up what I'm saying quite accurately. I'd give accuracy a B+/A-. See my example below. And I recently had issues with videos buffering really slowly, though I don't know if it's the modem/router's fault. The problem seems to be fixed after the Mountain Lion update.Update (9/1): I have Avast Free Antivirus installed and it's been causing some issues. When I shut down the computer, it automatically restarts it and I get a report saying there was some sort of kernel panic. This usually happens once or twice a week. I don't think this is Apple's fault though. On another note: Using an external monitor along with your Air's monitor doesn't require you to have the power adapter plugged in but using the Air in clamshell mode does require the adapter to be plugged in. Kind of dumb if you think about it. You'd think that clamshell mode uses less power than supporting two monitors.Update (9/12): I updated Avast and haven't had the restart issue since. it's also interesting to note that when I use FaceTime while blasting music from an external speaker ~2 feet away, the other person can't hear the music but can hear me.Update (10/28): I had to bring my Air into the Apple store because of an issue with my screen - if you looked at it from an angle, there was a white/bluish spot that wouldn't go away. Scheduling an appointment at the Genius Bar (my first ever) was easy and it started right on time, even at 6:30pm on a Friday evening. The Apple Genius took a quick look at it and determined it was an issue with the interior of the screen. And instead of fixing it, which they said would've taken at least 10 days, they replaced my machine with a top-of-the-line 13"" Air with a 2.0 GHz processor and 512GB SSD (my old machine had a 1.8GHz processor and the standard 128GB SSD) at no charge. Since they gave me a brand new computer, I got a new MagSafe 2 charger too. The retail difference between the two machines is over $700. On top of that, they ""refunded"" my AppleCare and restarted it from the day I took it in. To say the least, I'm an extremely satisfied customer.Update (11/17): My new MBA (see the update on 10/28) seems to be quieter than my original MBA. I don't hear the fan as often, even after streaming videos for a while.---Dictation example [Nothing after the colon will be edited except for punctuation/capitalization. Things in brackets are not dictated]: This is an example of the dictation feature in Mountain Lion. I am speaking about one and a half feet away from the mike in a room that is relatively quiet. The only background noise is coming from a different room. I am talking relatively slowly right now so let's see how well the dictation feature works when I talk little faster and with the music in the background.[Turned music on, speakers are about 2 1/2 to 3 feet away. The volume is set at 25% on the speakers and 50% in OS X]Okay, no music playing in the background and I'm talking a little faster. I would say it is still pretty accurate. I think the dictation feature is pretty useful. However, I think it would be pretty awkward to use in public or at work. The best place to use it would still be at home in private. Next I'm going to read awesome tests on the right side column in a normal speaking rates with the music still playing in the background.[Begin reading random text]What makes a good review?Be detailed and specific but when you wanted to know before you purchase the product? Not too short and not too long in for between 75 and 300 worksFor video reviewsmake it fun is that he can't informative and entertaining? How about a little action the next those cuts and product reviews as you describe your experience with it.The FinePrintawesome in the reviews are subject to the license terms set forth in our conditions of use. Your reviews will be posted within 48 hours.[End of reading the random text]Okay, that wasn't as great as I would have liked it but I still think it is a pretty accurate example of the dictation feature in Mountain Lion. I hope you found this helpful.[End of dictation]",4.0
1110599,B005CWJB5G,"I have had this newest 13 inch, max build unit, recently and the improved battery life is biggest help. I still prefer the 11 inch for a road warrior's laptop.",5.0
1110600,B005CWJB5G,"it know it good, i will wait for one more month . some time electronic item are good for month and then start giving my problem .Also thank to ship on time .",4.0
1110601,B005CWJB5G,"What a great laptop. Well worth the price. Works flawlessly. Feels and acts like a precision instrument! Mac forever, as far as I'm concerned!",5.0
1110602,B005CWJB5G,"After years of being an Windows PC user I decided to complete my apple ecosystem with the purchase of the MacBook Air and I love it! It's portable, fast and works well with my other apple products. I use it for emails, word processing, browsing and connecting to Citrix when i'm working from home. The flash hard drive makes allows the MacBook to boot and recover from sleep mode very quickly. I save most of my files on my dropbox so hard drive space is a non-issue for me. I would recommend this build for light users that won't need a lot of hard drive space.",5.0
1110603,B005CWJB5G,I'm so happy with this purchase! After using Windows PC's for years; I'm amazed how simple it was to learn using this computer. Extremely glad I made the switch.,5.0
1110604,B005CWJB5G,"Three of the key covers fell off in less than a year.  They are all in the top row, least frequently used.",3.0
1110605,B005CWJB5G,"What's not to like about the mac air. For one it is portable, which makes it way more efficient to write papers, do work, facetime etc. I got this computer new and it was very pricey, but its money worth spending. With all the features it comes with, it is worth a shot even if it breaks, if you have a warranty on it go replace it. I personally have a mac air and it was the greatest decision I ever made.",4.0
1110606,B005CWJB5G,"They should not have changed the charger shape.Not only is it annoying to have to manage multiple chargers, but the MagSafe (not 2) was functionally better because the cable didn't have to curve towards the back of the laptop.",4.0
1110607,B005CWJB5G,"Use to have a MacBook 13 a couple of years back, and it was stolen and never replaced, so now I wanted to revisit the macs, and the Air is great. Nice clean aesthetics like my last one and love the OS. Super fast processor is more than enough with the I5. (who needs a I7 anyway). No one needs the 256 GB version either. Why? With all the cloud based software and storage out, just don't bother. Mac's are super even at base level so just save your self the trouble.",5.0
1110608,B005CWJB5G,"I bought my MBA direct because I knew from experience that investing an extra $100 to upgrade to 8GB of RAM was worth it. The extra RAM increases performance significantly. Other options not shown on this site are the 512GB SSD and a faster CPU.The last Mac I owned was the Macintosh II which cost $5500 in 1990. I own several PCs but having owned all 3 generations of the iPad got me spoiled as to instant on computing, so I thought I would try the new MBA.It's great, but I am still going through a learning curve on all the commands and operating system features.I did purchase the Level 8 case at the Apple store which is designed to carry both a 13"" MBA and an iPad, plus it's TSA compatible, so you only have to open it up and lay it flat at airport security.The two software products I've installed are Office and Norton Internet Security. I'm not that much of a foolish Apple fanboy to ignore the probability of getting hit with malware or a virus from the Internet.I considered the 11"" MBA, but as I'm older I felt the 13"" would be better based on my eyesight. It's a very nice light, fast laptop.",5.0
1110609,B005CWJB5G,"The macbook air is a great computer, I've had at least 10 of them since they were released. Highly recommended.",5.0
1110610,B005CWJB5G,"I have had imac's, MacBooks, pro, iPads.  The air does the trick.  Easy to carry, does not get hot.  Base model is fine for most needs.  Space, multimedia, photos, docs, use the clouds.  I have a loaded imac 27 and to be honest the cost of the upgrades for me did not pan out in performance.  Don't get mr wrong, if you upgrade, you will see a performance increase.  But could not see a $300 difference between the imac i5 vs i7.  Hence, I would expect the same with the Mac air.  But we a talking $300 plus.  If you buy the base model, it's $100 less then apple store, and if your in a state with no sales tax burden, the base is a great buy.  The quality of the air is amazing.  For me it will replace my ipad, even thou I still like my ipad, the mac air does it all.  As for the air vs the pro, for a college student , the pro might be a better choice as a sole computer.  But if you have desktop, the pro is duplication, but portable.  The MacBook Air is light weight, thin, and perfect for most tasks.  IMHO the MacBook Air at $1098 is way to go.",5.0
1110611,B005CWJB5G,"This baby comes at a premium but I am glad I spent the extra bucks for an excellent laptop.  I must admit that I have always been reluctant to get an apple product simply cause I am used to working with windows and android.  There aren't too many windows laptops that can compete with the macbook and the ones that can, are just as expensive if not more.  The sleekness, battery life and reliability on this machine is off the charts.  If you are looking to buy a new laptop, consider trying a macbook, you can always return it before 30 days but I highly doubt you will.You could easly write a 10 page essay on the macbook air explaining how much there is to like about it but in short, it's easy to fall in love with.",5.0
